0,1
حسینی,husaini
حسینیہ,haseeneh
حسیں,haseen
حشر,hashar
حشرات,hashraat
حشمت,hashmat
حصار,hasar
حصاری,hasaree
حصان,hasan
حصص,hasas
حصول,hasool
حصولِ,hasool
حصولی,hasuli
حصوں,hisson
حصّوں,hisson
حصّہ,hissah
حصّے,hissay
حصکفی,hasakfi
حصہّ,hissah
حصیری,haseeri
حصین,haseen
حضرت,hazrat
حضرتِ,hajarat
حضرمی,hazarmee
حضرو,hazru
حضور,hazoor
حضوری,hazoori
حضیر,hazeer
حظہ,haza
حفاظ,heefaz
حفاظت,hifazat
حفاظتِ,heefazatee
حفاظتی,hifazati
حفص,hifas
حفصہ,hafsa
حفظان,hifzaan
حفظانِ,hafzaani
حق,haq
حقا,haqaa
حقائق,haqaiq
حقانی,haqani
حقانیت,haqaaniyat
حقانیہ,haqaaniya
حقدار,haqdaar
حقوق,haqooq
حقِ,haqi
حقہ,haqa
حقی,haqi
حقیر,haqeer
حقیقت,haqeeqat
حقیقتا,haqeeqata
حقیقتاً,haqeeqatan
حقیقتوں,haqeeqaton
حقیقتِ,haqeeqati
حقیقۃ,haqeeqata
حقیقی,haqiqi
حقے,haqay
حكمت,hikmat
حلاج,halaaj
حلال,halaal
حلالہ,halaal
حلالی,halaali
حلب,halab
حلبی,halbi
حلف,halaf
حلفی,halfee
حلفیہ,halfee
حلق,halakh
حلقوم,halkhoum
حلقوں,halqon
حلقہ,halqah
حلقہء,halqaha
حلقے,halqay
حلول,halol
حلوہ,halvah
حلویات,halooyat
حلّہ,halla
حلیف,haleef
حلیفوں,halifon
حلیم,haleem
حلیمہ,haleema
حلیہ,halee
حمائت,hamaeet
حمائمہ,hamaema
حماد,hamad
حماس,hamas
حماسه,hamaasa
حماسہ,hamasa
حماقت,hamaakat
حمام,hamam
حمامہ,hamama
حمایت,himayat
حمایتی,hamayatee
حمایتیوں,hamayatiyo
حمد,hamd
حمدان,hamdaan
حمدی,hamdee
حمدیہ,hamadeya
حمرا,hamra
حمزه,hamza
حمص,hamas
حمل,hamal
حملوں,hamlon
حملہ,hamla
حملے,hamlay
حمورابی,hammurabi
حميد,hameed
حمیت,hameet
حمید,hamid
حمیدالدین,hameedaldeen
حمیدہ,hamida
حمیدی,hamidi
حمیر,hameer
حمیرا,hameera
حمیری,hameeri
حنا,hana
حنابلہ,hanabala
حنان,hanaan
حنبل,hanbal
حنبلی,hanbali
حنفی,hanafi
حنفیوں,hanfiyon
حنفیہ,hanafeeya
حنوط,hanoot
حنيفہ,haneefa
حنی,honey
حنیف,hanif
حنیفہ,haneefa
حنیفۃ,haneefat
حنیفی,haneefi
حنین,haneen
حو,hoo
حوا,hawa
حواء,hava
حوادث,havadis
حوادثِ,hawadase
حوار,hawaar
حواری,hawari
حواریوں,havaareeoun
حواس,hawaas
حواشی,hawashi
حوالات,hawaalaat
حوالدار,hawaldaar
حوالہ,hawala
حوالی,hawali
حوالے,hawale
حوت,hut
حوثی,hosi
حوثیوں,hoseon
حور,hoor
حورس,hoors
حورِ,hoore
حوزات,hoozat
حوزہ,hawajah
حوصلوں,hausalon
حوصلہ,haosla
حوصلے,haousle
حول,haoul
حيث,hais
حيدر,haider
حَد,had
حَرفِ,harafe
حُریت,hooret
حُسن,husan
حُکم,hukam
حِصّہ,hissa
حکام,hakam
حکایات,hakayat
حکایت,hakayat
حکایتوں,hakayaton
حکم,hakam
حکماء,hakmaah
حکمائے,hakmaaye
حکمت,hikmat
حکمتِ,hakmate
حکمتیار,hakamteyar
حکمران,hakamran
حکمرانوں,hakmaraanaun
حکمرانی,hukmrani
حکمی,hukmi
حکمیہ,hakmeyah
حکو,haku
حکوت,hakoot
حکیم,hakeem
حکیمانہ,hakimaana
حکیماں,hakeemaa
حی,hi
حیا,haya
حیائی,hayai
حیات,hayat
حیاتِ,hayaate
حیاتی,hayaatee
حیاتیات,hayatiyat
حیادار,hayadar
حیاۃ,hayaat
حیثیت,haisiat
حیثیتوں,haisiyaton
حیثیتیں,haisiaten
حیدر,haider
حیدراباد,hyderabad
حیدری,haidari
حیران,hairaan
حیرانی,hairaani
حیراں,hairaan
حیرت,hairat
حیرہ,haira
حیض,haiz
حیوان,haiwaan
حیوانات,hiwanat
حیوانوں,haiwano
حیوانی,haiwani
حیوانیات,haiwaniyaat
حیوانیت,haiwaniyat
حے,hay
خ,kh
خائف,khaaeef
خائن,khaaeen
خابر,khaabir
خاتمہ,khaatima
خاتون,khatoon
خاتونِ,khaatoone
خادم,khaadim
خادموں,khaadeemon
خادمہ,khaadima
خار,khar
خاران,kharan
خارج,khaarij
خارجہ,kharja
خارجی,kharji
خارجیت,khaarajiyat
خارجیوں,khaareejeoun
خارش,khaareesh
خاشاک,khashak
خاص,khas
خاصا,khasa
خاصوں,khason
خاصہ,khasa
خاصی,khasi
خاصیت,khaasiyat
خاصے,khaase
خاطر,khatir
خاقان,khaaqaan
خاقانی,khaaqaani
خال,khal
خالد,khalid
خالدہ,khalidah
خالص,khalis
خالصتاً,khaalesatan
خالصہ,khalisa
خالف,khalif
خالق,khaliq
خالو,khalu
خالہ,khala
خالی,khaali
خامرے,khaamare
خامسہ,khaamasaa
خامن,khaamin
خامنہ,khamina
خاموش,khamosh
خاموشی,khamoshi
خامہ,khamah
خامی,khami
خامیاں,khaamiyan
خامیوں,khamiyon
خانان,khanan
خانانی,khaanaanee
خاندان,khaandaan
خاندانوں,khandano
خاندانِ,khandani
خاندانہائے,khaandaanhaayee
خاندانی,khandani
خاندن,khandan
خانزادہ,khanzadah
خانصاحب,khaansaahab
خانقاه,khankah
خانقاہ,khankah
خانقاہوں,khanqahon
خانقاہی,khankahi
خانقاہیں,khaanaqaahiyon
خانم,khanam
خانو,khano
خانوادہ,khanwadah
خانوادے,khanvade
خانواہ,khanwah
خانوں,khanon
خانپور,khanpur
خانکی,khanaki
خانگی,khangee
خانہ,khanah
خانی,khani
خانیوال,khaanewaal
خانیوں,khaniyon
خانے,khane
خاور,khawar
خاوند,khawind
خاکسار,khaksar
خاکساروں,khaksaron
خاکستر,khaaksatar
خاکستری,khaaksatree
خاکوانی,khakwani
خاکہ,khakah
خاکی,khaki
خاکے,khakay
خاں,khan
خب,khab
خباب,khabaab
خبر,khabar
خبردار,khabardaar
خبروں,khabaron
خبرگزاری,khabaraguzari
خبری,khabari
خبریں,khabrein
خبیب,khabib
خبیث,khabees
ختلان,khatlan
ختم,khatam
ختمِ,khatam
ختنہ,khatna
ختنے,khatne
خجالت,khajalat
خجستہ,khajastah
خد,khad
خدا,khuda
خداؤں,khodaon
خدائی,khudai
خدابخش,khudabaksh
خداترس,khudataras
خداتعالیٰ,khudataala
خداد,khadad
خدام,khudam
خدانے,khudane
خداوند,khudavand
خداکی,khudaki
خدای,khudai
خدایا,khudaya
خدایانِ,khadayane
خدری,kadari
خدشہ,khadsha
خدمات,khidmaat
خدماتِ,khadmatay
خدماتی,khidmaati
خدمت,khidmat
خدمتِ,khidmate
خدو,khado
خدی,khadi
خدیجہ,khadijah
خدیجۃ,khadijah
خراب,kharab
خرابا,kharaba
خراد,kharad
خراسان,kharasan
خراسانی,kharasani
خراش,kharash
خراشیں,kharashen
خرافات,kharaafat
خربوزے,kharbuze
خرداد,kharda
خرطوم,khartoom
خرقہ,kharkha
خرم,kharam
خرما,kharma
خرمستیاں,kharmastian
خرمن,kharman
خروش,kharosh
خرچ,kharch
خرچوں,kharchon
خرچہ,kharcha
خرچے,kharche
خرگوش,khargosh
خرید,khareed
خریدا,kharida
خریدار,kharidar
خریداروں,kharidaron
خریداری,kharidari
خریدتا,kharidta
خریدتے,khareedte
خریدنا,khareedna
خریدنے,khareednay
خریدوفروخت,khareedwafarokht
خریدہ,kharidah
خریدی,khareedi
خریدیں,khareede
خریدے,kharidey
خریم,khareem
خزاعہ,khazaa
خزاعی,khazaee
خزافتی,khajafati
خزان,khazan
خزانوں,khazanon
خزانچی,khazanchi
خزانہ,khazanah
خزانۃ,khajana
خزانے,khazaney
خزاں,khazaa
خزر,khazar
خزرج,khazraj
خزیمہ,khazima
خزینہ,khazina
خزینۃ,khajina
خس,khas
خسارے,khasarey
خستہ,khasta
خسر,khasar
خسرو,khasro
خسروانہ,khasravanah
خسرہ,khasra
خسک,khasak
خسی,khasee
خسیس,khasees
خشتِ,khashte
خشوع,khushu
خشک,khashak
خشکی,khushki
خصائص,khasaaes
خصاف,khasaaf
خصلت,khaslat
خصلتیں,khaslaten
خصوصاً,khasusan
خصوصًا,khasusan
خصوصی,khasoosi
خصوصیات,khususiat
خصوصیت,khasusiyat
خصیہ,khasia
خصیے,khaseay
خضدار,khazdaar
خضداری,khaddaree
خضر,khazar
خضری,khazoori
خضوع,khajua
خط,khat
خطا,khata
خطائیں,khataen
خطائے,khataaey
خطاب,khataab
خطابات,khatabaat
خطابت,khataabat
خطاط,khataat
خطاطوں,khataton
خطاطی,khataati
خطبات,khatbaat
خطباتِ,khatbati
خطبوں,khatbon
خطبہ,khatba
خطبہء,khutba
خطبے,khatbe
خطر,khatar
خطرناک,khatarnaak
خطروں,khatron
خطرہ,khatrah
خطری,khatree
خطرے,khatre
خطوں,khaton
خطيب,khateeb
خطِ,khati
خطّہ,khata
خطّے,khate
خطی,khatee
خطیب,khateeb
خطیبوں,khateebo
خطیبی,khateebi
خطیر,khateer
خطے,khate
خفا,khafa
خفتگان,khaftagaan
خفگی,khafgi
خفیف,khafeef
خفیہ,hafee
خلا,khala
خلاء,khala
خلاءمیں,khalaa
خلاؤں,khalaon
خلائی,khalai
خلاباز,khalabaaz
خلابازوں,khalabazon
خلاصہ,khalasa
خلاصۃ,khalaasat
خلاصی,khalasee
خلاف,khilaf
خلافت,khilafat
خلافتِ,khalafati
خلافِ,khalafee
خلت,khalat
خلجی,khaljee
خلدون,khaldon
خلش,khalsh
خلع,khalaa
خلعت,khalaat
خلف,khalaf
خلفا,khalfa
خلفاء,khalfa
خلفائے,khalfae
خلق,khalaq
خلقت,khalqat
خلقی,khalqi
خلل,khalal
خلوت,khalot
خلوص,khuloos
خلوی,khaaloiu
خليفہ,khaleefa
خلیات,khaliyaat
خلیج,khaleej
خلیجی,khaleezee
خلیفہ,khaleefah
خلیفۃ,khaleefat
خلیفے,khaleefay
خلیق,khaleek
خلیل,khalil
خلیوں,khaliyon
خلیہ,khalea
خلیے,khaleeyeh
خم,kham
خمار,khamaar
خمدار,khamdaar
خمر,khamar
خمس,khamas
خمسہ,khamsa
خموش,khamosh
خمیر,khamir
خمیری,khameeri
خمیسو,khameeson
خمین,khamin
خمینی,khamini
خناق,khanaq
خنجر,khanjar
خنجراب,khanjarab
خندق,khandaq
خندقیں,khandaqein
خندہ,khanda
خنزیر,khanzeer
خنساء,khansaa
خو,khu
خوا,khawa
خواب,khawab
خواباں,khawabaan
خوابوں,khawabo
خوابِ,khawabee
خوابی,khwabi
خواتين,khawateen
خواتین,khawatin
خواجه,khavajah
خواجوی,khawajavi
خواجگان,khawajgan
خواجہ,khwajah
خوار,khawar
خوارج,khawarij
خوارزمی,khawarzame
خواری,khavari
خوان,khawan
خواندگی,khawandagi
خواندہ,khavandah
خوانساری,khawanisari
خوانوں,khawanon
خوانین,khuanin
خواں,khuan
خواھش,khavahash
خواہ,khavah
خواہاں,khawahan
خواہِ,khavahe
خواہی,khavahe
خوب,khoob
خوبانی,khubani
خوبصور,khoobsur
خوبصورت,khubsurat
خوبصورتی,khubsurati
خوبی,khubi
خوبیاں,khoobiyan
خوبیوں,khoobiyon
خود,khud
خودارادیت,khoodaradiyat
خودبخود,khudbakhud
خودرو,khudroo
خودساختہ,khudsakhta
خودسری,khudsari
خودسوزی,khudsozi
خودمختار,khudmukhtar
خودنوشت,khudnoshat
خودکار,khudkaar
خودکش,khudkush
خودکشی,khudkashee
خودکفیل,khudkafeel
خودی,khudi
خور,khoor
خوراک,khoraak
خوراکی,khoraakee
خوراکیں,khoorakeen
خورد,khurad
خوردبینی,khuardbeeni
خوردن,khurdan
خوردنی,khurdani
خوردہ,khurda
خورس,chorus
خورشید,khursheed
خوروں,khoron
خوری,khuri
خوزستان,khozistaan
خوش,khush
خوشاب,khushaab
خوشامد,khushaamad
خوشامدی,khushaamadee
خوشامدیوں,khushaamadiyon
خوشبو,khushboo
خوشبودار,khushbudar
خوشخط,khushkhat
خوشنودی,khushnudi
خوشہ,khosha
خوشی,khushi
خوشیاں,khushiyaan
خوشیوں,khushiyon
خوشے,khushee
خوص,khos
خوف,khauf
خوفزدہ,khaufzada
خوفناک,khoufnak
خوفو,khufu
خول,khol
خولان,khulaan
خولوں,kholon
خولہ,khawlah
خولی,khooli
خون,khoon
خونخوار,khoonkhwar
خونریز,khonrez
خونریزی,khonrezi
خونِ,khooni
خونی,khoni
خوں,khon
خویلد,khauyald
خيال,khayal
خير,khair
خيل,kheel
خُدا,khuda
خُداوند,khudavand
خُو,khu
خُود,khud
خُون,khun
خٹک,khatak
خچر,khachar
خہ,khah
خیا,khaya
خیابان,khayaban
خیار,khayaar
خیال,khayal
خیالات,khayalat
خیالستان,khayalastaan
خیالوں,khayalon
خیالی,khayali
خیام,khayam
خیامی,khayamee
خیانت,khayanat
خیبر,khaibar
خیبرپختونخوا,khabirpakhtoonkhua
خیبرپختونخواہ,khabirpakhtoonkhawah
خیبری,khabiri
خیر,khair
خیرآباد,khairabad
خیرآبادی,khairabadi
خیرا,khaira
خیرات,khairaat
خیراتی,khairati
خیراللہ,khairallah
خیرباد,khairbad
خیرخواہی,khairkhawahi
خیروبرکت,khairobarkat
خیروشر,khairoshar
خیرپور,khairpur
خیریت,khairiat
خیریہ,khairiah
خیزران,khezran
خیل,khil
خیلہ,khila
خیموں,khemon
خیمہ,khimah
خیمے,kheeme
خے,khe
د,da
دؤم,dom
دئیے,diye
دئے,diye
دا,da
داؤ,daao
داؤد,daaood
داؤدی,dawoodi
دائر,dayer
دائروں,daairon
دائروی,daairon
دائرہ,daairah
دائرۃ,daairat
دائرے,daaire
دائم,daaim
دائما,daaima
دائمی,daamee
دائی,daai
دائیاں,daaiyaan
دائیں,daaen
دائے,daaye
داب,daab
داتا,data
داخل,dakhil
داخلِ,daakhle
داخلہ,dakhalah
داخلیت,daakhleet
داخلے,dakhle
داد,dad
دادا,dada
دادر,daadar
دادن,dadan
دادو,dadu
دادوں,dadon
دادہ,dadah
دادی,dadi
دادے,dade
دار,dar
دارا,dara
داراب,darab
داراشکوہ,darashikoh
دارالترجمہ,darultarjumah
دارالحکومت,darulhukumat
دارالحکومتوں,daralhakumaton
دارالسلطنت,darulsaltanat
دارالعلوم,darululoom
دارالعوام,daralawam
دارالمصنفین,darulmasnafeen
دارالکتاب,darulkitaab
دارالکتب,darulkutub
دارالکفر,daarulkufr
داران,daran
دارانہ,daranah
دارلحکومت,daarulhukumat
دارلعلوم,darululoom
داروغہ,daroga
دارومدار,daaromadaar
دارِ,daari
داری,dari
داریاں,daareyan
دارین,daren
داریوں,adriyon
داستان,dastan
داستانوں,dastano
داستانوی,daastanon
داستانیں,daastaane
داشت,dashat
داشتیں,dashten
داع,daa
داعش,daesh
داعی,dai
داعیوں,daaeon
داعیہ,daeah
داغ,dag
داغستان,daghastan
داغِ,daghi
داغے,daghay
دافع,dafa
دال,daal
دالان,dalaan
دالنے,daalne
دام,daam
داماد,damad
دامادی,damaadi
دامان,daamaan
دامانی,damaani
داماں,daamaan
دامن,daman
دامو,daamo
داموں,damon
دان,daan
دانا,dana
دانائی,danaee
دانت,dant
دانتوں,danton
دانتے,dante
دانش,danish
دانشجویان,daanishajoyaan
دانشمند,daanishmand
دانشمندوں,danishmandon
دانشمندی,danishmandi
دانشنامہ,danishnamah
دانشور,daanshor
دانشوران,daanishwaraan
دانشورانہ,danishwaranah
دانشوروں,danishwaron
دانوں,danon
دانگ,dang
دانہ,danah
دانی,dani
دانیال,daneil
دانے,dane
داو,dao
داود,dawad
داور,dawar
داوڑ,daud
داں,dan
داہر,dahar
داہنی,dahane
دایاں,dayan
دایں,daein
دایہ,dayah
دب,dab
دبئ,dabai
دبئی,dubai
دباؤ,dabao
دبائیں,dabayen
دبانا,dabana
دباو,dabao
دبستان,dabastaan
دبستانوں,dabastaano
دبنگ,dabang
دبوچ,daboch
دبی,dabi
دبیز,dabiz
دبے,dabe
دت,dut
دتا,data
دترمینان,datarminan
دتہ,datah
دتی,dati
دتے,datae
دجال,dajaal
دجالی,dajali
دجانہ,dajaanah
دجلہ,dajlah
دجیل,dajil
دختران,dukhataran
دخل,dakhal
دخول,dakhool
ددھیال,dadhiyal
در,dar
درآمد,daraamad
درآمدی,daraamadi
دراز,daraaz
درازسے,daraazse
دراصل,darasal
درال,daraal
درالحکومت,daralhakoomat
درانتی,daranti
درانی,darani
دراوڑ,daraud
دراوڑی,darawade
دراڑ,darad
درایت,daraayat
دربار,darbaar
درباروں,darbaaron
دربارِ,darbaar
درباری,darbari
درباریوں,darbaareyon
دربان,darbaan
درج,darj
درجات,darjaat
درجاتِ,darjaat
درجن,darjan
درجنوں,darjanon
درجوں,darjon
درجِ,darje
درجہ,darjah
درجہء,darja
درجی,darji
درجے,darje
درحقیقت,darhaqiqat
درخت,darakht
درختوں,darakhton
درخشانی,darakhshani
درخشاں,darakhshan
درخشندگی,daklhushnudagee
درخشندہ,daradkhashandah
درخواست,darkhwast
درخواستوں,darkhwaston
درخواستیں,darkhaustein
درخور,darkhor
درد,dard
درداء,dardaa
درداں,dardan
دردزہ,dardajah
دردناک,dardnaak
دردی,dardi
درز,darz
درزی,darzi
درزیوں,darziyon
درس,dars
درست,durust
درستی,darsatee
درسِ,darse
درسگاہ,darsgaah
درسگاہوں,darsgahon
درسی,darsi
درش,darsh
درشن,darshan
درشہوار,darshahwaar
درمیان,darmiyaan
درمیانہ,darmiyana
درمیانی,darmiyani
درمیانے,darmeeyaaney
درمیاں,darmiyaan
درندوں,darindon
درندگی,darindagi
درندے,darindey
دروازه,darwaazah
دروازوں,darwazon
دروان,darwaan
دروزی,darozi
دروغ,darogh
درون,darun
دروپدی,dropadi
دروں,daron
درویزہ,darviza
درویش,darwesh
درویشانہ,darveshana
درویشوں,darweshon
درویشی,darweshi
دريافت,daryaft
درّہ,darra
درپردہ,darparda
درپہ,darpa
درپیش,darpesh
درپے,darpay
درک,darak
درکار,darkar
درگت,durgat
درگزر,darguzar
درگور,dargor
درہ,darah
درہم,darham
دری,dari
دریا,darya
دریاؤں,daryaon
دریائوں,daryaon
دریائی,daryai
دریائے,daryae
دریابادی,daryabaadi
دریافت,daryaft
دریافتوں,daryaafton
دریافتیں,daryaften
دریاوں,daryaon
دریاں,daryan
دریای,dariaye
دریاۓ,daryae
دریدا,darida
دریشک,darishak
دریغ,dareegh
دریچوں,darichon
دریچہ,daricha
دریچے,dareechay
دریں,daren
دریہ,daria
درے,dare
دساتیر,dasatir
دست,dast
دستاربندی,dastarbandi
دستانہ,dastaana
دستاويزات,dastaavezaat
دستخط,dastakhat
دستخطوں,daskhaton
دستخطی,dastakhtee
دستش,dastash
دستم,dastam
دستور,dastur
دستورات,dasturat
دستوری,dasturi
دستوں,daston
دستِ,dasti
دستک,dastak
دستکار,dastkar
دستکاری,dastkari
دستکاریوں,dastkaariyon
دستگیر,dastagir
دستگیری,dastagiri
دستہ,dasta
دستی,dasti
دستیاب,dastyab
دستیابی,dastyabi
دستیوں,dastiyon
دستے,daste
دسم,dasam
دسمبر,december
دسواں,daswan
دسوق,dasooq
دسویں,dasveen
دسہرہ,dasahra
دش,dash
دشت,dasht
دشتی,dashti
دشمن,dushman
دشمنان,dushmanan
دشمنانِ,dushmanane
دشمنو,dushmano
دشمنوں,dushmanon
دشمنی,dushmani
دشمی,dashamee
دشنام,dashnam
دشوار,dushwar
دشواری,dushwaree
دشواریوں,dashvareon
دعا,dua
دعاء,dua
دعائیں,duayen
دعائے,duaae
دعاوں,duaon
دعوؤں,dauoan
دعوا,dawa
دعواے,dawaay
دعوت,dawat
دعوتوں,dawaton
دعوتِ,dawate
دعوتی,dawati
دعوتیں,dawaten
دعووں,daoowon
دعوٰی,daavaa
دعوں,daon
دعوہ,daawah
دعوی,daavaa
دعویدار,dawedaar
دعویداروں,dawedaaron
دعویٰ,davaa
دعوے,daway
دغا,daga
دفاتر,dafatar
دفاع,dafa
دفاعي,dafaee
دفاعی,dafai
دفتر,daftar
دفتروں,daftaron
دفترِ,daftare
دفتری,daftari
دفع,dafa
دفعات,dafaat
دفنانا,dafnana
دفنایا,dafnaya
دفینوں,dafinon
دفینہ,dafenah
دق,daq
دقت,dakhat
دقتیں,daqtin
دقیانوسی,daqeanose
دقیق,daqiq
دقیقہ,daqiqa
دل,dil
دلا,dila
دلائل,dalayel
دلائی,dalai
دلائیں,dalayen
دلاتا,dilata
دلاتی,dilati
دلاتے,dalatae
دلاری,dalare
دلاسہ,dilasah
دلالت,dalalat
دلان,dalan
دلانا,dilana
دلانے,dilane
دلاور,dilawar
دلبند,dalband
دلت,dalit
دلجمعی,daljamaye
دلجوئی,daljoe
دلخواہ,dalkhwah
دلدادہ,dildadah
دلدار,dildar
دلدل,daldal
دلدلوں,daldalon
دلدلی,daldali
دلربا,dilruba
دلشاد,dilshad
دلعزیز,dilaziz
دلفریب,dilfareb
دلفریبی,dilfarebi
دلوائی,dalaye
دلوانے,dalwanay
دلوایا,dilwaya
دلوں,dilon
دلِ,dili
دلّی,dilli
دلپذیر,dilpazeed
دلپسند,dilpasand
دلچسب,dilchasb
دلچسپ,dilchasp
